,Questions,Answers
2944,"I think the Product Description section gives the info and measurements for  the 40-ct drawer though this item is for the 60-ct. drawer, correct?","yes, it is a 60 count drawer, outside dimensions  10"" x 16"""
2945,"If it is 100% cocoa, then why does it say it may contain wheat, soy, etc.  It doesn't say it was made in a facility that processed those ingredients.",I have no idea.  I did not manufacture the product.
2946,How many inches long are the Ceylon cinnamon sticks?,"Hello there,Its 5 Inch long Cinnamon sticks.AmazingITpS"
2947,Can you refrigerate this honey?,Why would you? Honey doesn't mold nor spoil and only gets thick in the refrigerator. You can....but there is no reason to.
2948,What is the expiration date?,the day you stop using the gatorade due to potential health hazards
2949,"I'm confused by the ingredients listing ""malt extract syrup"" as barely malt is not generally gluten-free?",It is sorghum syrup which is gluten free.
2950,How can you say its 100% certified organic.  No one can claim that unless your bees are the rainforrest.  Please explain,"USDA Organic is a trademarked term owned by the USDA. It has standards which must be met, and certified, before they allow a company to claim their product is USDA Organic. It is important to remember the term ""USDA Organic"" has no bearing on the quality of the food you are eating only the manufacture has complied with the USDA regulations."
2951,"Are these biscuits ok for a 7 month old? He eats puree's, does not have teeth but is teething, and dislikes plastic teethers.",Hi! My baby started eating them when he was 6 months did not have any teeth then and loved them. They start disolving in their mouth.
2952,Is this a lemon flavored mint candy or just lemon flavored?,just lemon and are they ever good! I haven't tried their other flavors but these are terrific!
2953,Is this caffeine free?,No
2954,I'm trying to find the ingredients of these; anyone know?  I went on a website didn't list ingredients but mentioned kosher and organic in general,"White Chocolate (sugar, cocoa butter, whole milk, nonfat milk, milkfat, soy lecithin (an emulsifier), vanilla extract, natural mixed tocopherols (vitamin E) added to preserve freshness), almonds, semisweet chocolate (sugar, chocolate processed with alkali, cocoa butter, milkfat, soy lecithin ( an emulsifier) vanillin (an artificial flavor), milk, natural and artificial flavor), coconut (with sodium metabisulfite added to preserve whitness), contains 1% or less of the following: artificial flavor, corn syrup, confectionary glaze, modified starch (tapioca), coconut oil, citric acid, sorbic acid  call 1-800-636-1406 for consumer information (These are wonderful! After Costco stopped stocking them I went online to fine them.  Yea Amason!)



    White Chocolate (sugar, cocoa butter, whole milk, nonfat milk, milkfat, soy lecithin (an emulsifier), vanilla extract, natural mixed tocopherols (vitamin E) added to preserve freshness), almonds, semisweet chocolate (sugar, chocolate processed with alkali, cocoa butter, milkfat, soy lecithin ( an emulsifier) vanillin (an artificial flavor), milk, natural and artificial flavor), coconut (with sodium metabisulfite added to preserve whitness), contains 1% or less of the following: artificial flavor, corn syrup, confectionary glaze, modified starch (tapioca), coconut oil, citric acid, sorbic...
      » 
Read More


   White Chocolate (sugar, cocoa butter, whole milk, nonfat milk, milkfat, soy lecithin (an emulsifier), vanilla extract, natural mixed tocopherols (vitamin E) added to preserve freshness), almonds, semisweet chocolate (sugar, chocolate processed with alkali, cocoa butter, milkfat, soy lecithin ( an emulsifier) vanillin (an artificial flavor), milk, natural and artificial flavor), coconut (with sodium metabisulfite added to preserve whitness), contains 1% or less of the following: artificial flavor, corn syrup, confectionary glaze, modified starch (tapioca), coconut oil, citric acid, sorbic acid  call 1-800-636-1406 for consumer information (These are wonderful! After Costco stopped stocking them I went online to fine them.  Yea Amason!)
      « 

Show Less"
2955,"How long is the shipping time to Mobile, Alabama?","Hi, its usually a 4-5 business day transit. I will confirm when I get to the office. Remember there is a holiday next week as well which can goof things up."
2956,Has anyone compared this to KAL stevia (which in my opinion was the best tasting before they added filler)?,"Yes I did compare Stevia Select and KAL Stevia.  However, please understand each of us will have a slightly different opinion of this product based on our taste buds due to our bodies and life habits such as; non smoker vs smoker, dental work, etc.Having lived on KAL Stevia for years, it was a shock to find out that they had added fillers to their products along with increasing prices.  It should not have been a surprise however as I found it took more product to give me the  taste I was used to in my food and drink.  Needless to say, as a consumer I felt betrayed.  There was no red label saying new and improved with fillers!  No, it seemed to have been done quietly.In my weeks and months of reading and searching I found, Stevia Select.  It is not a perfect match to the old KAL Stevia, but it is, as close as I have been able to come. Example: With the Old KAL Stevia, you could put it in any iced drink (after you had poured it) and it seemed to immediately dissolve evenly with only gentle stirring.  With Stevia Select, you put your Stevia in ""FIRST"", then add your liquid, cereal or whatever and stir gently.  The Stevia seems to quickly dissolve and distributes nicely, rarely do I need extra stirring for better distribution of the Stevia.As with KAL Stevia, if you put too much in at one time you will get a slightly bitter taste.  Using the small measuring spoon, provided in Stevia Select, place one level spoonful of Stevia Select into a cup or glass, now pour in your beverage. Do a taste test.  Do this until you reach a sweet taste that is perfect for you, but not so much that you get a bitter after taste.  Summary:  KAL Stevia Vs Stevia SelectBitter TasteKal Stevia:  Too much Stevia gives a bitter after taste that can overpower what you are eating or drinking.Stevia Select:  The same is true for Stevia Select, don't use as much product.Dissolves & Distribution of SweetnerKal Stevia: Dissolves on top of drinks and distributes well, gentle stirring required.Stevia Select: Dissolves best with drinks poured on top of the Stevia, gentle stirring required.Amount of ProductKal Stevia:  Less Stevia and more fillers now require more product to reach the familiar sweet taste.Stevia Select:  No fillers.  Less Stevia is needed to reach the familiar sweet taste.CostKal Stevia: The product has been altered, it now has fillers mixed with the Steiva.  This means you are buying less Stevia Product.  To compensate, the containers (to me anyway) seemed to enlarge and a higher price tag installed.Stevia Extract: 100% pure and seems reasonable priced and affordable. And no, I am not affiliated with Stevia Select nor any other product.  I am simply a consumer.



    Yes I did compare Stevia Select and KAL Stevia. However, please understand each of us will have a slightly different opinion of this product based on our taste buds due to our bodies and life habits such as; non smoker vs smoker, dental work, etc.Having lived on KAL Stevia for years, it was a shock to find out that they had added fillers to their products along with increasing prices. It should not have been a surprise however as I found it took more product to give me the taste I was used to in my food and drink. Needless to say, as a consumer I felt betrayed. There...
      » 
Read More


   Yes I did compare Stevia Select and KAL Stevia.  However, please understand each of us will have a slightly different opinion of this product based on our taste buds due to our bodies and life habits such as; non smoker vs smoker, dental work, etc.Having lived on KAL Stevia for years, it was a shock to find out that they had added fillers to their products along with increasing prices.  It should not have been a surprise however as I found it took more product to give me the  taste I was used to in my food and drink.  Needless to say, as a consumer I felt betrayed.  There was no red label saying new and improved with fillers!  No, it seemed to have been done quietly.In my weeks and months of reading and searching I found, Stevia Select.  It is not a perfect match to the old KAL Stevia, but it is, as close as I have been able to come. Example: With the Old KAL Stevia, you could put it in any iced drink (after you had poured it) and it seemed to immediately dissolve evenly with only gentle stirring.  With Stevia Select, you put your Stevia in ""FIRST"", then add your liquid, cereal or whatever and stir gently.  The Stevia seems to quickly dissolve and distributes nicely, rarely do I need extra stirring for better distribution of the Stevia.As with KAL Stevia, if you put too much in at one time you will get a slightly bitter taste.  Using the small measuring spoon, provided in Stevia Select, place one level spoonful of Stevia Select into a cup or glass, now pour in your beverage. Do a taste test.  Do this until you reach a sweet taste that is perfect for you, but not so much that you get a bitter after taste.  Summary:  KAL Stevia Vs Stevia SelectBitter TasteKal Stevia:  Too much Stevia gives a bitter after taste that can overpower what you are eating or drinking.Stevia Select:  The same is true for Stevia Select, don't use as much product.Dissolves & Distribution of SweetnerKal Stevia: Dissolves on top of drinks and distributes well, gentle stirring required.Stevia Select: Dissolves best with drinks poured on top of the Stevia, gentle stirring required.Amount of ProductKal Stevia:  Less Stevia and more fillers now require more product to reach the familiar sweet taste.Stevia Select:  No fillers.  Less Stevia is needed to reach the familiar sweet taste.CostKal Stevia: The product has been altered, it now has fillers mixed with the Steiva.  This means you are buying less Stevia Product.  To compensate, the containers (to me anyway) seemed to enlarge and a higher price tag installed.Stevia Extract: 100% pure and seems reasonable priced and affordable. And no, I am not affiliated with Stevia Select nor any other product.  I am simply a consumer.
      « 

Show Less"
